"","Malasseziomycetes","Pucciniomycetes","Leotiomycetes","Microbotryomycetes","Pneumocystidomycetes","Ustilaginomycetes","Eurotiomycetes","Mucoromycetes","Tremellomycetes","Saccharomycetes","Sordariomycetes","Pezizomycetes","Exobasidiomycetes","Agaricomycetes","Dothideomycetes","diversity"
"F0574",0.013892893653831,0,0,0,0,0,0.0508270203675064,0,0,0.935280085978663,0,0,0,0,0,3
"F0575",0,0,0,0.0137077135899576,0,0,0.986292286410042,0,0,0,0,0,0,0,0,2
"F0576",0.0818809426119842,0,0,0,0,0,0.10548192018838,0,0,0.436386178354175,0,0,0,0,0.376250958845461,4
"F0634",0.0518124970614509,0,0.106069866942498,0,0,0,0,0,0,0.461845878978795,0,0,0.108514739762095,0.0679862710987823,0.203770746156378,6
"F0635",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
"F0637",0.438958781658666,0,0,0,0,0,0.0974590299619268,0,0,0.134787286873034,0,0,0,0.165701042873696,0.163093858632677,5
"F0638",0.335529636067964,0,0,0,0,0,0.041440026916391,0,0,0,0.239415690012897,0,0,0.383614647002748,0,4
"F0640",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
"F0641",0,0,0,0,0,0,0,0,0,0.908185527285091,0.091814472714909,0,0,0,0,2
"F0642",0.290906290906291,0,0,0,0,0,0.156117656117656,0,0,0.423731423731424,0.129244629244629,0,0,0,0,4
"F0643",0,0,0,0.43692788568877,0,0,0.358562179057825,0,0,0,0,0,0,0,0.204509935253405,3
"F0644",0.0981744305825798,0,0,0,0,0,0.499027126015795,0,0,0,0.119434588531533,0,0,0.104383655717065,0.178980199153027,5
"F0645",0.0827480526114162,0,0.123164346826714,0,0,0,0.259353850083003,0,0,0,0,0,0,0.534733750478866,0,4
"F0646",0.0816699370728737,0,0,0,0,0,0.0727496222116968,0,0,0.236952206960327,0,0,0,0,0.608628233755103,4
"F0647",0,0,0,0,0,0,0.0588542707388678,0,0,0.232373691572265,0,0,0,0.449069306321954,0.259702731366913,4
"F0648",0.290745393634841,0,0,0,0,0,0,0,0,0,0.709254606365159,0,0,0,0,2
"F0650",0.153979238754325,0,0,0,0,0,0.507170032191981,0,0,0.0211227599029076,0,0,0,0,0.317727969150786,4
"F0651",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
"F0652",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
"F0653",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"F0656",0.224356286169588,0,0,0,0,0,0,0,0,0,0,0,0,0.775643713830412,0,2
"F0658",0.47710364859658,0,0,0,0,0,0.52289635140342,0,0,0,0,0,0,0,0,2
"F0660",0.227451823196504,0,0,0,0,0,0,0,0,0,0,0,0,0,0.772548176803496,2
"F0661",0.81493834647261,0,0,0,0,0,0,0,0,0,0.18506165352739,0,0,0,0,2
"F0662",0.325398143972658,0,0,0,0,0,0.183965063014739,0,0,0,0,0,0,0.121875964208578,0.368760828804025,4
"F0665",0.0171568262107413,0,0,0.0293052305215616,0,0,0,0,0,0,0.210517685989834,0,0,0,0.743020257277863,4
"F0666",0.105361120434504,0,0,0,0,0,0.13569096512373,0,0.399170048515546,0,0.245690049736063,0,0,0.114087816190157,0,5
"F0868",0.183108875547623,0,0,0,0,0,0.114230082751907,0,0,0,0.185786143112121,0,0.51687489858835,0,0,4
"F0870",0.219261894175189,0,0,0.0457625611382837,0,0,0.435980435749222,0,0.0583726100489106,0,0.119092930191196,0,0.0368519341929747,0.042667852378835,0.0420097821253891,8
"F0871",0.325092795279338,0,0,0,0,0,0.148186923003712,0,0.0553678500047587,0,0.0437327495955078,0,0,0.141786428095555,0.285833254021129,6
"F0872",0.433653426451331,0,0.0463989524225229,0,0,0,0.221169794849411,0,0,0,0,0,0,0,0.298777826276735,4
"F0874",0.0825815975069706,0,0,0,0,0,0.454465310808594,0,0.0889576841069378,0,0.182507790716746,0,0,0.191487616860751,0,5
"F0875",0.254292533347751,0,0,0.0615591377086407,0,0,0.314237385011084,0,0.100170697232542,0.0657300203137431,0.0903613992538754,0,0,0,0.113648827132364,7
"F0876",0.0474364036324666,0,0,0,0,0,0.677627991802508,0,0,0.0288416342339293,0,0,0,0.116344219452122,0.129749750878974,5
"F0877",0.288930673243633,0,0,0,0,0,0.255671412175527,0,0,0.275475568362189,0,0,0,0.179922346218652,0,4
"F0860",0.11707145888421,0,0,0.0424297326412692,0,0,0.104013645415075,0,0.014477850683903,0.0205497339470506,0,0,0,0,0.701457578428492,6
"F0878",0.0909023600185099,0,0,0,0,0,0.0377232762609903,0,0,0.311577973160574,0.0389634428505322,0,0,0.143359555761222,0.377473391948172,6
"F0879",0,0.122244761197544,0.444985782333871,0.0532664408744317,0,0,0,0,0,0,0,0,0,0.151612844801043,0.22789017079311,5
"F0880",0.172914117323877,0,0,0.0584621531853258,0,0,0.283595135229628,0,0,0,0.048248133256749,0,0,0.0483230527183278,0.388457408286092,6
"F0881",0,0,0,0,0,0.189753051376668,0,0,0,0.319294635254045,0,0,0.490952313369288,0,0,3
"F0883",0.587753641910289,0,0,0,0,0,0.102430590059026,0,0,0.138621141959974,0,0,0,0,0.171194626070712,4
"F0884",0.511825761442913,0,0,0,0,0,0,0,0,0,0,0,0,0.488174238557087,0,2
"F0885",0.093093384035944,0,0,0,0,0,0.0830537827134778,0,0.202451164424206,0.211679362503482,0.0501616751238298,0,0,0.25373911569157,0.10582151550749,7
"F0886",0.0796323364065662,0,0,0.0307229592984034,0,0,0.3868619293906,0,0,0.0783674387227344,0,0,0.385653249381606,0,0.0387620868000899,6
"F0887",0.462202959198924,0,0,0,0,0,0,0,0,0.302077417426394,0,0,0,0,0.235719623374682,3
"F0861",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
"F0862",0.0572216835203398,0,0,0,0,0,0,0,0.0180772960243801,0.571108648473934,0.299066121808191,0,0,0,0.0545262501731542,5
"F0863",0.0141778427954484,0,0,0.00932487714288217,0,0,0.0135734120553273,0,0,0.876591010625717,0.0497735574690996,0,0,0,0.0365592999115254,6
"F0865",0.496353816217789,0,0,0,0,0,0.0489006892287548,0,0,0.224572187164706,0,0,0,0,0.23017330738875,4
"F0866",0.23589555083592,0,0,0.0201900560910527,0,0.0321570549474487,0.319977672493601,0,0,0.0650492838860753,0,0,0,0.147470456897021,0.179259924848881,7
"F0867",0.111215261064525,0,0,0,0,0,0.888784738935475,0,0,0,0,0,0,0,0,2
"F1219",0,0,0,0.951765482816882,0,0,0,0,0,0,0,0,0,0,0.0482345171831179,2
"F1076",0.886308536429756,0,0,0,0,0,0,0,0,0,0,0,0,0,0.113691463570244,2
"F1077",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
"F1078",0,0,0,0,0,0,0,0,0,0.301142507875311,0,0,0.311791809676054,0,0.387065682448634,3
"F1079",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"F1081",0,0,0,0,0,0,0.260171400803993,0,0,0.739828599196007,0,0,0,0,0,2
"F1082",0.421025977679827,0,0,0,0,0,0,0,0,0,0,0,0,0,0.578974022320173,2
"F1083",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
"F1551",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
"F1552",0,0,0,0,0,0,0.630151770657673,0,0,0,0,0,0,0,0.369848229342327,2
"F1553",0,0,0,0,0,0,0.197317814784237,0,0,0.199472423028131,0,0,0,0.186262862205755,0.416946899981877,4
"F1554",0.0452776678538451,0,0,0.0541155520379897,0,0,0,0,0,0.099854900408917,0,0,0,0.048938134810711,0.751813744888537,5
"F1555",0.157904984423676,0,0,0,0,0,0.0829926012461059,0,0,0.118720794392523,0,0,0,0.229507398753894,0.410874221183801,5
"F1556",0,0,0,0,0,0,0,0,0.50222602739726,0,0,0,0,0,0.49777397260274,2
"F1557",0.402715277248112,0,0,0.133399435588437,0,0,0,0,0.0633437571504843,0,0,0,0.0504919533216383,0.0864541224925635,0.263595454198764,6
"F1558",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
"F1560",0,0,0,0,0,0,0.506316522431115,0,0.493683477568885,0,0,0,0,0,0,2
"F1561",0.080362426035503,0,0,0.342640532544379,0,0,0.576997041420118,0,0,0,0,0,0,0,0,3
