"","Malasseziomycetes","Pucciniomycetes","Leotiomycetes","Microbotryomycetes","Pneumocystidomycetes","Ustilaginomycetes","Eurotiomycetes","Mucoromycetes","Tremellomycetes","Saccharomycetes","Sordariomycetes","Pezizomycetes","Exobasidiomycetes","Agaricomycetes","Dothideomycetes","diversity"
"F1642",0.155931579162745,0,0.246327290583951,0,0,0.040573720178418,0.0340671931906535,0,0,0,0,0,0,0,0.523100216884233,5
"F1644",0,0,0,0,0,0.0977983013111239,0.384307743052692,0,0,0,0.517893955636184,0,0,0,0,3
"F1819",0.111366441125154,0,0,0,0,0,0,0,0,0,0.374654240605983,0,0,0,0.513979318268862,3
"F1820",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
"F1821",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
"F1822",0.354028919539328,0,0,0,0,0,0,0,0,0,0.0213021640605074,0,0,0,0.624668916400165,3
"F1824",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
"F1628",0.0467399309997287,0,0,0,0,0.166889560801644,0,0,0,0,0,0.0982575493274412,0,0.176958561072993,0.511154397798194,5
"F1646",0.0475545005521136,0,0,0,0,0,0.125478553528568,0,0,0,0,0,0,0.149116948894781,0.677849997024538,4
"F1826",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
"F1827",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
"F1829",0.668434152148036,0,0,0,0,0,0,0,0.331565847851964,0,0,0,0,0,0,2
"F1830",0.213038243362338,0,0,0.378374688132269,0,0,0,0,0,0.15791368245969,0,0,0,0,0.250673386045703,4
"F1647",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
"F1654",0.0639329401819089,0,0,0,0,0.172069952434789,0.214654566565832,0,0,0,0.186258033631762,0,0,0.0641773866634074,0.298907120522301,6
"F1630",0.025010221482065,0,0,0,0,0.00554453075918188,0,0,0,0.0769802251717708,0,0,0,0,0.892465022586982,4
"F1631",0.339526710402999,0,0,0,0,0,0,0,0.660473289597001,0,0,0,0,0,0,2
"F1632",0.0313577500595853,0,0,0,0,0,0,0,0,0,0,0.0255501708111544,0,0.162302375466751,0.780789703662509,4
