"","Saccotheciaceae","Eremomycetaceae","Mycosphaerellaceae","Teratosphaeriaceae","Fungi_Ascomycota_Dothideomycetes_other_other","Didymellaceae","Leptosphaeriaceae","Phaeosphaeriaceae","Pleosporaceae","Sympoventuriaceae","Cyphellophoraceae","Herpotrichiellaceae","Aspergillaceae","Thermoascaceae","Trichocomaceae","Ajellomycetaceae","Arthrodermataceae","Onygenaceae","Fungi_Ascomycota_Eurotiomycetes_Onygenales_other","Helotiaceae","Fungi_Ascomycota_Leotiomycetes_Helotiales_other","Sclerotiniaceae","Orbiliaceae","Fungi_Ascomycota_other_other_other","Pneumocystidaceae","Ascoideaceae","Debaryomycetaceae","Dipodascaceae","Metschnikowiaceae","Fungi_Ascomycota_Saccharomycetes_Saccharomycetales_other","Phaffomycetaceae","Pichiaceae","Saccharomycetaceae","Trichomonascaceae","Schizosaccharomycetaceae","Glomerellaceae","Plectosphaerellaceae","Clavicipitaceae","Cordycipitaceae","Hypocreaceae","Nectriaceae","Ophiocordycipitaceae","Pyriculariaceae","Microascaceae","Ophiostomataceae","Chaetomiaceae","Sordariaceae","Togniniaceae","Sporocadaceae","Xylonaceae","Agaricaceae","Psathyrellaceae","Schizophyllaceae","Coniophoraceae","Serpulaceae","Punctulariaceae","Gloeophyllaceae","Polyporaceae","Bondarzewiaceae","Stereaceae","Fungi_Basidiomycota_Exobasidiomycetes_Entylomatales_other","Tilletiariaceae","Fungi_Basidiomycota_Exobasidiomycetes_Microstromatales_other","Malasseziaceae","Sporidiobolaceae","Pucciniaceae","Cryptococcaceae","Cuniculitremaceae","Tremellaceae","Trichosporonaceae","Ustilaginaceae","Wallemiaceae","Nosematidae","Fungi_Microsporidia_other_other_other","Unikaryonidae","Glomeraceae","Phycomycetaceae","Rhizopodaceae"
"13767.58cfa834e4b0c9d6adf6e4a7",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"13767.58cfa83ce4b0c9d6adf72ba8",0,0,4391,0,0,1,2,5,8,1,0,0,53,1,2,10,4,1,6,0,0,0,0,1,0,0,2,0,5,2,3,1,1,1,0,4,0,3,0,6,30,0,8,1,0,4,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,164,1,3,3,1,0,1554,1,0,0,0,0,3,0,0
"13767.58cfa83ce4b0c9d6adf72ad7",0,1,921,29,5,24,41,181,92,1,0,56,799,29,92,88,185,101,213,14,12,48,7,109,89,0,97,0,163,58,12,44,130,143,355,102,3,37,3,17,15244,0,4,7,5,34,35,5,22,0,178,105,1,5,303,4,113,52,5,109,0,0,11,119,76,19,640,71,118,597,111,101,0,11,0,79,25,1
"13767.58cfa834e4b0c9d6adf6e3b6",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"13767.58cfa83ce4b0c9d6adf72d54",1,0,30690,1,0,1,2,1,1,3,0,6,101,2,3,17,11,0,6,0,0,2,0,0,0,0,11,1,6,4,0,1,2,1,0,2,0,3,1,6,26,0,20,0,0,7,29,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,37,1,2,2,1,0,11936,2,0,0,0,0,5,1,0
"13767.58cfa83ce4b0c9d6adf72bac",0,0,10936,1,0,1,2,7,3,0,0,5,60,2,5,8,9,2,11,9,9,9,0,1,1,0,7,0,6,3,0,2,6,2,3,4,0,3,0,6,20,0,11,0,1,2,7,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,1,107,2,1,2,1,1,4234,4,0,0,0,0,4,2,5
"13767.58cfa834e4b0c9d6adf6e816",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"13767.58cfa835e4b0c9d6adf6f17a",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"13767.58cfa83be4b0c9d6adf72aab",4,3,26565,17,0,9,7,18,4,0,0,9,87,5,5,11,19,5,18,2,3,10,3,2,0,0,9,1,9,2,6,3,17,2,4,10,1,6,1,5,35,0,5,2,2,5,8,1,3,0,3,0,0,0,3,1,1,1,2,2,0,0,0,30,11,1,12,5,3,14296,4,1,0,1,0,2,2,0
"13767.58cfa834e4b0c9d6adf6e228",0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
