"","Wickerhamomyces_anomalus","Malassezia_sympodialis","Wallemia_ichthyophaga","Candida_tropicalis","Pyrenophora_tritici-repentis","Malassezia_restricta","Sporisorium_graminicola","Debaryomyces_hansenii","Stereum_hirsutum","Pneumocystis_jirovecii","Aureobasidium_pullulans","Cyphellophora_europaea","Candida_glabrata","Pseudozyma_hubeiensis","Hyphopichia_burtonii","Cyberlindnera_jadinii","Torulaspora_delbrueckii","Saccharomyces_cerevisiae","Trichosporon_asahii","Alternaria_alternata","Coniosporium_apollinis","Ramularia_collo-cygni","Aureobasidium_namibiae","Malassezia_globosa","Penicillium_expansum","Rhodotorula_graminis","Agaricus_bisporus","Schizophyllum_commune","Candida_orthopsilosis","Bipolaris_zeicola","Tilletiopsis_washingtonensis","Byssochlamys_spectabilis","Fusarium_oxysporum","Candida_albicans","diversity"
"F1589",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"F1605",0,0,0,0,0,0.241500983918029,0,0,0,0,0,0,0,0,0,0,0,0,0,0.758499016081971,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"F1606",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
"F1607",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"F1608",0,0,0,0,0,0.512180785056495,0,0,0,0,0,0,0,0,0,0.487819214943505,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"F1609",0,0,0,0,0,0.613112993676172,0,0,0,0,0.103507934614008,0,0,0,0,0.0981983056914449,0,0.0865648490633576,0,0.0986159169550173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
"F1610",0,0,0,0,0,0.87008245735507,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.12991754264493,0,0,0,0,0,0,0,0,0,0,2
"F1612",0,0,0,0,0,0.880744917136511,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.119255082863489,0,0,0,0,0,0,0,0,0,0,2
"F1613",0,0,0,0,0,0.691493819400796,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.308506180599204,0,0,0,0,0,0,0,0,0,0,2
"F1616",0,0,0,0,0,0,0,0,0,0,0.252562802748676,0,0,0,0,0,0,0,0,0.747437197251324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"F1617",0,0,0,0,0,0.696,0,0,0,0,0,0,0,0,0,0.304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"F1618",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"F1620",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"F1623",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"F1624",0,0,0,0,0,0.950574750720509,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0494252492794912,0,0,0,0,0,0,0,0,0,0,2
"F1626",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"F1371",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
"F1383",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
"F1384",0,0,0,0,0,0.668416304436972,0,0,0,0,0,0,0,0,0.331583695563028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"F1387",0,0,0,0,0,0.650210164310279,0,0,0,0,0,0,0,0,0,0,0,0.20076423385556,0,0,0,0,0,0.149025601834161,0,0,0,0,0,0,0,0,0,0,3
"F1393",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
"F1394",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"F1397",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"F1414",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"F1292",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"F1312",0,0,0,0,0,0.727255761873659,0,0,0,0,0,0,0,0,0,0.143043762246897,0,0.129700475879444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"F1313",0,0,0,0,0,0.869997991385275,0,0,0,0,0,0,0,0,0,0,0,0.0331644609101256,0,0,0,0,0,0.0968375477045997,0,0,0,0,0,0,0,0,0,0,3
"F1314",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"F1318",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"F1321",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"F1322",0,0,0,0,0,0.575742903831023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.424257096168977,0,0,0,0,0,0,0,0,0,0,2
"F1727",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"F1734",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"F1848",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"F1858",0,0,0,0,0,0.379438295694453,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.620561704305547,0,0,0,0,0,0,0,0,0,0,2
"F1861",0,0,0,0,0,0.325444625522568,0,0.674555374477432,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"F1863",0,0,0,0,0,0.84285122254455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.15714877745545,0,0,0,0,0,0,0,0,0,0,2
"F1872",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"F1874",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
