"","Malasseziomycetes","Pucciniomycetes","Leotiomycetes","Microbotryomycetes","Pneumocystidomycetes","Ustilaginomycetes","Eurotiomycetes","Mucoromycetes","Tremellomycetes","Saccharomycetes","Sordariomycetes","Pezizomycetes","Exobasidiomycetes","Agaricomycetes","Dothideomycetes","diversity"
"F0937",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
"F0938",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"F0939",1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,3
"F0940",1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,3
"F0941",1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2
"F0942",1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2
"F0944",1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3
"F0945",0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2
"F0946",1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3
"F0947",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"F0948",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
"F0950",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
"F0951",1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2
"F0952",1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2
"F0953",0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2
"F1176",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
"F1182",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
"F1183",1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2
"F1186",0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,2
"F1193",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
"F1194",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
"F1197",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
"F1199",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
"F1201",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
"F1203",0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,3
"F1208",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
"F1210",1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2
"F1212",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
"F1215",1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2
"F1085",0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2
"F1088",0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2
"F1089",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
"F1092",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
"F1093",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
"F1094",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"F1120",1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2
"F1122",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
"F1123",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
"F1127",0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,3
"F1129",1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,3
"F1136",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"F1137",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
"F1138",0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,2
"F1140",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
"F1142",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"F1143",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
"F1144",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"F1145",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
"F1342",1,0,0,1,0,1,0,0,1,1,0,0,0,0,1,6
"F1361",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
"F1427",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
"F1437",0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,2
"F1441",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
"F1442",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
"F1451",1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,3
"F1470",1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,3
"F1479",0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,2
"F1483",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
"F1484",1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2
"F1494",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
"F1523",1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2
"F1526",0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2
"F1527",1,0,0,1,0,0,1,0,0,0,0,0,0,1,1,5
"F1329",1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2
"F1338",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"F1340",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"F1638",0,0,1,0,0,0,1,0,0,0,1,0,0,1,1,5
"F1640",0,0,0,0,0,0,1,0,1,1,1,0,0,0,1,5
"F1641",0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,4
"F1642",1,0,1,0,0,1,1,0,0,0,0,0,0,0,1,5
