"","Helotiaceae","Herpotrichiellaceae","Rhizopodaceae","Tricholomataceae","Malasseziaceae","Leptosphaeriaceae","Pucciniaceae","Stereaceae","Tremellaceae","Verrucariaceae","Sporidiobolaceae","Pneumocystidaceae","Dissoconiaceae","Debaryomycetaceae","Cyphellophoraceae","Ustilaginaceae","Glomerellaceae","Phaffomycetaceae","Aspergillaceae","Saccharomycetaceae","Trichosporonaceae","Pleosporaceae","Sporormiaceae","Trichocomaceae","Microascaceae","Mycosphaerellaceae","Didymosphaeriaceae","Hyaloscyphaceae","Dermateaceae","Psathyrellaceae","Pichiaceae","Schizophyllaceae","Ophiocordycipitaceae","Dipodascaceae","Sclerotiniaceae","Plectosphaerellaceae","Didymellaceae","Hypocreaceae","Phaeosphaeriaceae","Thermoascaceae","Clavicipitaceae","Teratosphaeriaceae","Botryosphaeriaceae","Sporocadaceae","Nectriaceae","Phanerochaetaceae","Cordycipitaceae","Trichomonascaceae","Sordariaceae","Polyporaceae","Gloeophyllaceae","Agaricaceae","diversity"
"F0360",0,0,0,0,0.0034203013257201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00420706485381274,0,0,0,0,0,0,0,0,0,0,0,0.988907576485664,0,0,0,0,0,0,0,0,0,0,0.00346505733480321,0,0,0,0,0,0,0,4
"F0368",0,0,0,0,0.0925998128509046,0,0,0,0,0,0,0,0,0,0,0.115005718444583,0,0,0,0,0,0.20405749636099,0,0,0,0,0,0,0,0,0,0,0,0.588336972343523,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
"F0369",0,0,0,0,0.0278879120458159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.972112087954184,0,0,0,0,0,0,0,0,0,2
"F0377",0,0,0,0,0,0,0,0,0,0.126662689081529,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.545362018741445,0,0,0,0,0.327975292177026,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"F0212",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"F0213",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"F0216",0,0,0,0,0.0537395228884591,0,0,0,0,0,0.529803352675693,0,0,0.0915538362346873,0,0,0,0,0.0470825274016763,0,0,0,0,0,0.168391360412637,0,0,0,0,0,0,0,0,0,0,0,0,0,0.109429400386847,0,0,0,0,0,0,0,0,0,0,0,0,0,6
"F0218",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"F0219",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"F0220",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
