"","Chaetothyriales","Malasseziales","Pucciniales","Helotiales","Verrucariales","Corticiales","Hymenochaetales","Sporidiobolales","Onygenales","Pneumocystidales","Dothideales","Ustilaginales","Xylariales","Eurotiales","Trichosporonales","Mucorales","Microascales","Saccharomycetales","Glomerellales","Georgefischeriales","Pleosporales","Entylomatales","Pezizales","Botryosphaeriales","Sordariales","Hypocreales","Tremellales","Polyporales","Gloeophyllales","Russulales","Agaricales","diversity"
"F0489",0,0.27903821804181,0,0,0,0,0,0.335008656554433,0,0,0,0,0,0.15866043050208,0,0,0,0,0,0,0,0.0340060466678726,0,0,0,0,0,0,0,0,0.193286648233804,5
"F0494",0,0.684034449629426,0,0,0,0,0,0,0,0,0,0,0,0.315965550370574,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"F0496",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"F0497",0,0.111030593460538,0,0,0,0,0,0.123928352277708,0,0,0,0,0,0.669725038716653,0,0,0,0,0,0,0.0953160155451012,0,0,0,0,0,0,0,0,0,0,4
"F0500",0,0.117330391979323,0,0,0,0,0,0.0279373755000576,0,0,0,0,0,0.17364963864149,0,0,0,0.0993694746719787,0,0,0,0,0,0,0,0,0,0,0,0.581713119207151,0,5
"F0501",0,0,0,0,0,0,0,0,0,0,0,0,0,0.239756897022671,0,0,0,0.760243102977329,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"F0506",0,0.232818875288274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.767181124711726,0,0,0,2
"F0507",0,0.43087764503787,0,0,0,0,0,0,0,0,0,0,0,0.204712266729133,0,0,0,0,0,0,0,0,0,0,0,0.364410088232998,0,0,0,0,0,3
"F0510",0,0,0,0,0,0,0,0,0,0,0,0,0,0.987406432106893,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0125935678931071,2
"F0513",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"F0478",0,0.636848657300373,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.363151342699627,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"F0514",0,0.623936380726229,0,0.186937271198179,0,0,0,0.0327124765014346,0,0,0,0,0,0.12955130107846,0,0,0,0.0268625704956961,0,0,0,0,0,0,0,0,0,0,0,0,0,5
"F0515",0,0.109929609105886,0,0,0,0,0,0.336405843669585,0,0,0,0,0,0.553664547224529,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"F0516",0,0.86990552239396,0,0,0,0,0,0,0,0,0,0,0,0.13009447760604,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
