"","Chaetothyriales","Malasseziales","Pucciniales","Helotiales","Verrucariales","Corticiales","Hymenochaetales","Sporidiobolales","Onygenales","Pneumocystidales","Dothideales","Ustilaginales","Xylariales","Eurotiales","Trichosporonales","Mucorales","Microascales","Saccharomycetales","Glomerellales","Georgefischeriales","Pleosporales","Entylomatales","Pezizales","Botryosphaeriales","Sordariales","Hypocreales","Tremellales","Polyporales","Gloeophyllales","Russulales","Agaricales","diversity"
"F0506",0,6562,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21623,0,0,0,2
"F0507",0,22073,0,0,0,0,0,0,0,0,0,0,0,10487,0,0,0,0,0,0,0,0,0,0,0,18668,0,0,0,0,0,3
"F0510",0,0,0,0,0,0,0,0,0,0,0,0,0,1619860,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20660,2
"F0513",0,0,0,0,0,0,0,0,0,0,0,0,0,6308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"F0478",0,10743,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6126,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"F0514",0,50449,0,15115,0,0,0,2645,0,0,0,0,0,10475,0,0,0,2172,0,0,0,0,0,0,0,0,0,0,0,0,0,5
"F0515",0,8074,0,0,0,0,0,24708,0,0,0,0,0,40665,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"F0516",0,110030,0,0,0,0,0,0,0,0,0,0,0,16455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"F0517",0,181860,0,0,0,0,0,23710,0,0,0,0,0,41490,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"F0522",0,32880,0,0,0,0,0,0,0,0,0,0,0,32500,0,0,0,907120,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"F0479",0,0,0,0,0,0,0,0,0,0,0,0,17143,2191,0,0,0,64640,0,0,0,0,0,0,0,0,43344,0,0,0,0,4
"F0525",0,38400,0,0,0,0,0,0,0,0,0,0,0,57005,0,0,0,5265,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"F0538",0,15261,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"F0541",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19138,0,0,0,0,0,0,0,0,0,0,0,0,0,1
