"","Dothideales","Eremomycetales","Mycosphaerellales","Fungi_Ascomycota_Dothideomycetes_other","Pleosporales","Venturiales","Chaetothyriales","Eurotiales","Onygenales","Helotiales","Orbiliales","Fungi_Ascomycota_other_other","Pneumocystidales","Saccharomycetales","Schizosaccharomycetales","Glomerellales","Hypocreales","Magnaporthales","Microascales","Ophiostomatales","Sordariales","Togniniales","Xylariales","Xylonales","Agaricales","Boletales","Corticiales","Gloeophyllales","Polyporales","Russulales","Entylomatales","Georgefischeriales","Microstromatales","Malasseziales","Sporidiobolales","Pucciniales","Tremellales","Trichosporonales","Ustilaginales","Wallemiales","Fungi_Microsporidia_other_other","Glomerales","Mucorales"
"13722.58cfa82ee4b0c9d6adf6ade6",0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8501,0,0,3,0,0,0,0,0,0
"13722.58cfa82ee4b0c9d6adf6af44",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2177,0,0,0,0,0,0,0,0,0
"13722.58cfa82ee4b0c9d6adf6af66",0,0,0,0,1,0,0,0,2,0,0,0,0,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,9566,0,1,0,0,0,0,0,0,0
"13722.58cfa82ee4b0c9d6adf6b0c4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2192,0,0,3,0,0,0,0,0,0
"13722.58cfa82de4b0c9d6adf6a752",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3229,0,0,2,0,0,0,0,0,0
"13722.58cfa82de4b0c9d6adf6a720",1,0,0,0,3,0,9,117,132274,0,1,0,0,5,0,0,16,0,0,0,72,0,8,1,0,0,0,0,0,0,0,0,0,18430,0,1,0,0,0,0,0,0,1
"13722.58cfa82ee4b0c9d6adf6ac7e",0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7213,0,0,1,0,0,0,0,0,0
"13722.58cfa82ee4b0c9d6adf6ac9c",0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4839,0,0,2,0,0,0,0,0,0
"13722.58cfa82ee4b0c9d6adf6ae16",0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3203,0,0,2,0,0,0,0,0,0
"13722.58cfa82ee4b0c9d6adf6ade4",2,0,0,0,1,0,5,0,1,1,0,0,0,4,0,0,10,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,14641,0,3,6,0,0,0,0,0,1
"13722.58cfa82ee4b0c9d6adf6af3e",0,0,0,0,2,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,5996,0,0,4,0,0,0,0,0,0
